"title","genre"
"Take Shelter","""Drama, Horror, Thriller"""
"Cashback","""Comedy, Drama, International"""
"The Age of Adaline","""Drama, Romance, Science Fiction"""
"The Secret Life of Walter Mitty","""Comedy, Science Fiction"""
"The Judge","""Drama, Suspense"""
"Portrait of a Lady on Fire","""Drama, History, LGBTQ+"""
"Jack Reacher","""Action, Adventure, Mystery"""
"28 Days Later","""Drama, Horror, Science Fiction"""
"Once Upon a Time in the West","""Action & Adventure, Classic Movies, International Movies"""
"Big Time Adolescence","Comedy"
"Ice Age","""Animation, Adventure, Comedy, Family, Fantasy"""
"The Shape of Water","""Drama, Romance, Science Fiction"""
"50/50","""Comedies, Dramas, Independent Movies"""
"Memories of Murder","""Crime, Drama, Horror"""
"Train to Busan","""Action & Adventure, Horror Movies, International Movies"""
"127 Hours","Drama"
"Mission: Impossible - Ghost Protocol","""Action, Adventure"""
"Shrek 2","""Adventure, Cartoons, Comedy"""
"Let the Right One In","""Drama, Horror, International"""
"Hell or High Water","""Action, Adventure, Crime"""
"The Nice Guys","""Action, Comedy, Crime"""
"Star Trek Beyond","""Action, Adventure, Family"""
"Another Round","""Comedy, Drama"""
"Diane","Drama"
"Ben 10: Secret of the Omnitrix","""Action, Adventure, Family"""
"Judy & Punch","Comedy"
"The Map of Tiny Perfect Things","""Comedy, Romance, Young Adult Audience"""
"30 Minutes or Less","""Action, Adventure, Comedy"""
"The Green Hornet","""Action & Adventure, Comedies"""
"Small Soldiers","""Action, Science Fiction"""
"Chisholm '72: Unbought & Unbossed","Documentary"
"Pawn Sacrifice","""Drama, Suspense"""
"Before I Go to Sleep","""Drama, Suspense"""
"Newton","""Drama, International"""
"Dhoom","""Action, International"""
"The Three Burials of Melquiades Estrada","""Drama, Western"""
"Open Season","""Children & Family Movies, Comedies"""
"The Limey","""Action, Drama, Suspense"""
"Uncle Frank","""Comedy, Drama, LGBTQ"""
"Come and Get It","""Drama, Romance"""
"Rewind","Action"
"Romeo and Juliet","""Drama, Romance"""
"My Man Godfrey","Comedy"
"Europa Report","""Drama, Science Fiction, Suspense"""
"A Place in the Sun","Drama"
"True Grit","""Action, Drama, Western"""
"Unsane","""Horror, Thriller"""
"The Neon Demon","""Horror, Suspense"""
"The Last Black Man in San Francisco","Drama"
"Two Night Stand","""Drama, Romance"""
"Coming 2 America","Comedy"
"Searching for Bobby Fischer","""Drama, Young Adult Audience"""
"Little Big Man","""Adventure, Comedy, Drama"""
"The Lady from Shanghai","""Drama, Suspense"""
"Fist of Fury","Action"
"Fanboys","""Action, Drama"""
"The Monster Squad","""Action, Comedy, Horror"""
"Uncle Tom","Documentary"
"Candy","""Action, Drama"""
"The Loved Ones","""Horror, Suspense"""
"City Island","""Comedy, Drama"""
"Tom Clancy's Without Remorse","Action"
"A Rainy Day in New York","""Comedy, Romance"""
"The Hunter","International"
"Aruvi","""Comedy, Drama, International"""
"Priest","""Drama, LGBTQ"""
"Shakuntala Devi","Drama"
"Spun","""Comedy, Drama"""
"Pataakha","""Comedy, Drama"""
"Porky's","""Comedy, Young Adult Audience"""
"The Ultimate Gift","Drama"
"The Mexican","""Action, Adventure, Comedy"""
"The Ruins","Horror"
"Angela's Ashes","""Adventure, Drama"""
"Premonition","Suspense"
"Stories We Tell","""Documentary, Drama"""
"Bad Samaritan","""Drama, Horror, Suspense"""
"Carriers","Drama"
"""Don't Worry, He Won't Get Far on Foot""","""Arthouse, Comedy, Drama"""
"Beowulf","""Action, Fantasy"""
"Dorian Gray","""Horror, Suspense"""
"How to Steal a Dog","""Drama, Kids"""
"A Brilliant Young Mind","""Drama, Young Adult Audience"""
"Funny Face","""Drama, Romance"""
"My Name Is Nobody","""Action, Comedy, Western"""
"Æon Flux","""Action & Adventure, Sci-Fi & Fantasy"""
"Iron Sky","""Action, Science Fiction"""
"Theeran Adhigaaram Ondru","""Action, International"""
"Sarbjit","""Drama, International"""
"The 36th Chamber of Shaolin","""Action, Adventure"""
"Narc","Drama"
"Life Itself","Documentary"
"An Inspector Calls","""Drama, Suspense"""
"The Shootist","Western"
"Archive","""Arts, Entertainment, and Culture, Fantasy, Science Fiction"""
"Frozen River","""Dramas, Independent Movies"""
"The Whistleblower","""Action, Drama, Suspense"""
"Aparajito","Drama"
"""Jeff, Who Lives at Home""","""Comedy, Drama"""
"The Collector","""Action, Horror, Suspense"""
"The Informer","""Action, Suspense"""
"Pride","""Arthouse, Comedy, Documentary"""
"Guns Akimbo","Action"
"Hellraiser","Horror"
"The Little Prince","""Animation, Kids"""
"Paterson","""Comedy, Drama"""
"Time","Documentary"
"Our Friend","""Arts, Entertainment, and Culture, Drama"""
"Invasion of the Body Snatchers","""Drama, Horror, Science Fiction"""
"Julie & Julia","""Comedies, Dramas"""
"The Gravedancers","""Horror, Suspense"""
"Suspiria","""Fantasy, Horror"""
"Get Duked!","""Adventure, Comedy"""
"Mr. Church","""Comedy, Drama"""
"Rambo: Last Blood","""Action, Adventure"""
"Frailty","""Drama, Suspense"""
"Jungle","Action"
"All In: The Fight for Democracy","""Documentary, Drama"""
"Photograph","""Drama, International, Romance"""
"Hard Candy","""Drama, Suspense"""
"102 Not Out","""Comedy, Drama"""
"Trumbo","Drama"
"The African Queen","""Adventure, Drama, Military and War"""
"Good Newwz","""Comedy, Drama, International"""
"Chasing Happiness","Documentary"
"The Mask of Zorro","""Action, Adventure"""
"Delicatessen","""Comedy, Drama"""
"Open Your Eyes","""Drama, Horror, Suspense"""
"You Were Never Really Here","""Drama, Suspense"""
"Eagle Eye","""Action, Drama, Suspense"""
"His Girl Friday","""Comedy, Drama, Romance"""
"To Catch a Thief","""Drama, Suspense"""
"Pantani: The Accidental Death of a Cyclist","""Documentary, Sports"""
"The Lost City of Z","""Action, Adventure"""
"Salaam Namaste","""Drama, International, Romance"""
"What If","""Comedy, Drama"""
"Stop Making Sense","""Documentary, Music Videos and Concerts"""
"The Salesman","Drama"
"A Taxi Driver","""Action, Drama, Suspense"""
"Star Trek: Nemesis","""Action, Adventure, Science Fiction"""
"The Dressmaker","Historical"
"The Quiet Man","""Comedy, Drama"""
"Vantage Point","""Action, Adventure, Drama"""
"Peeping Tom","Suspense"
"The Aeronauts","""Adventure, Drama, Romance"""
"New York","""International, Suspense"""
"The Flaw","Special Interest"
"House of Sand and Fog","""Arthouse, Drama"""
"Rangasthalam","""Drama, International, Suspense"""
"Vivarium","""Fantasy, Science Fiction, Suspense"""
"Goon","""Comedies, Sports Movies"""
"The Odd Couple","""Comedy, Drama"""
"The Men Who Stare at Goats","Comedies"
"Badrinath Ki Dulhania","""Comedy, International, Romance"""
"Hector and the Search for Happiness","""Action, Drama"""
"Hard Eight","""Action, Comedy, Drama"""
"In a Lonely Place","""Drama, Suspense"""
"Tumhari Sulu","""Comedy, Drama, International"""
"Super Size Me","Special Interest"
"Cold War","""Arthouse, Drama"""
"Unhinged","Suspense"
"Sonu Ke Titu Ki Sweety","""Comedy, International"""
"Ali","""Black Stories, Drama, History"""
"Honest Thief","""Action, Suspense"""
"Pinocchio","""Animation, Comedy, Family, Fantasy, Musical"""
"The Vast of Night","""Drama, Science Fiction, Suspense"""
"Green Lantern","""Action & Adventure, Sci-Fi & Fantasy"""
"Kingpin","Comedy"
"Tiger Zinda Hai","""Action, Drama, International"""
"Shane","""Adventure, Drama, Romance"""
"The Discreet Charm of the Bourgeoisie","""Comedy, Drama, Science Fiction"""
"The Last Castle","""Action, Adventure, Drama"""
"Burlesque","""Dramas, Romantic Movies"""
"King Lear","Drama"
"22 Bullets","""Action, Suspense"""
"Jolt","Action"
"Chemical Hearts","Drama"
"Creepshow 2","Horror"
"George Carlin: Life Is Worth Losing","""Arts, Entertainment, and Culture, Comedy, Documentary"""
"24 Hours to Live","Action"
"Meet John Doe","""Comedy, Drama"""
"Piranha","""Horror, Science Fiction"""
"My Bloody Valentine","""Horror, Thriller"""
"Wolf Creek 2","""Horror, Suspense"""
"Warlock","""Action, Horror"""
"10 Rillington Place","""Action, Drama, Suspense"""
"Extracted","""Action, Science Fiction"""
"The Grand Seduction","""Comedy, Drama"""
"The Double","""Action, Suspense"""
"Marauders","Action & Adventure"
"The Dark Valley","""Suspense, Western"""
"The Secret: Dare to Dream","Drama"
"White Bird in a Blizzard","Drama"
"Teeth","Horror"
"A Mighty Heart","Drama"
"The Tall Man","""Horror, Suspense"""
"Padmaavat","""Drama, Historical, International"""
"OtherLife","""Dramas, Independent Movies, International Movies"""
"Nick of Time","""Action, Drama, Suspense"""
"Rio Grande","Western"
"Agent Sai Srinivasa Athreya","""Drama, International"""
"Dead & Buried","Horror"
"We Are Still Here","""Horror, Suspense"""
"Bottle Shock","""Comedy, Drama, Special Interest"""
"Troop Zero","Kids"
"Trees Lounge","""Comedy, Drama"""
"Guava Island","""Arthouse, Drama, Suspense"""
"Better Luck Tomorrow","Comedy"
"1492: Conquest of Paradise","""Adventure, Drama"""
"Carnal Knowledge","""Comedy, Drama"""
"Same Kind of Different as Me","Drama"
"Last Shift","Horror"
"Look Away","""Drama, Horror, Young Adult Audience"""
"Drug War","Action"
"47 Meters Down: Uncaged","""Action, Adventure, Drama"""
"Bachna Ae Haseeno","Romance"
"Any Day Now","""Drama, LGBTQ"""
"The Front","""Comedy, Drama"""
"The Messengers","""TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"""
"A Girl Like Her","Drama"
"Soapdish","Comedy"
"Frances","Drama"
"Beneath Hill 60","""Action, Adventure"""
"April Fool's Day","""Drama, Horror"""
"Just Friends","""Comedy, LGBTQ"""
"Hatchet","Horror"
"In the Electric Mist","""Drama, Horror, Suspense"""
"Kill Me Three Times","""Action, Adventure, Suspense"""
"Gleason","""Documentary, Sports"""
"The Program","""Drama, Sports"""
"Kansas City Confidential","""Drama, Suspense"""
"USS Indianapolis: Men of Courage","""Action, Drama"""
"The Transporter Refueled","Action"
"Blue Thunder","""Action, Drama, Suspense"""
"The Attorney","Drama"
"The Beastmaster","""Action, Fantasy, Science Fiction"""
"Mortal","""Fantasy, Science Fiction"""
"Spread","Comedy"
"The Nutty Professor","""Comedies, Romantic Movies"""
"Kesari","""Action, Drama, Historical"""
"The Secret of Roan Inish","Drama"
"One Step Behind the Seraphim","""Drama, Special Interest, Suspense"""
"Ladies vs Ricky Bahl","""Comedy, International, Romance"""
"100 Girls","Comedy"
"Karwaan","""Comedy, Drama, International"""
"Blind Fury","Action"
"Fat City","""Drama, Sports"""
"Black Butterfly","Suspense"
"House on Haunted Hill","""Horror, Suspense"""
"The Babysitters","""Comedy, Drama"""
"That Sugar Film","""Documentary, Special Interest"""
"Detour","Drama"
"The Court Jester","""Action, Comedy"""
"White Lies","Comedy"
"Rudderless","""Comedy, Drama"""
"Repo! The Genetic Opera","""Arts, Entertainment, and Culture, Fantasy, Horror"""
"You're Not You","Drama"
"How I Live Now","""Drama, Romance, Suspense"""
"Guys and Dolls","""Arts, Entertainment, and Culture, Comedy"""
"Brigham City","""Drama, Suspense"""
"Happythankyoumoreplease","Comedy"
"JCVD","""Action, Suspense"""
"Bad Boys","""Drama, Suspense"""
"Aaja Nachle","Drama"
"The Souvenir","""Drama, Romance"""
"The Little Foxes","""Drama, Romance"""
"Birdy","""Arthouse, Drama"""
"Fahrenheit 11/9","""Arthouse, Documentary"""
"Johnny Guitar","""Drama, Western"""
"Wiener-Dog","Comedy"
"Last Flag Flying","""Comedy, Drama, Military and War"""
"Louisiana Story","""Adventure, Drama"""
"Macbeth","Drama"
"The Goldfinch","Drama"
"The Man Who Fell to Earth","""Drama, Fantasy, Science Fiction"""
"The Phantom of the Opera","""Dramas, Music & Musicals, Romantic Movies"""
"The Bishop's Wife","""Comedy, Drama"""
"Absolutely Anything","""Comedy, Science Fiction"""
"The Parallax View","Drama"
"Wuthering Heights","""Drama, Romance"""
"Explorers","""Adventure, Kids, Science Fiction"""
"The Taking of Deborah Logan","Horror"
"The Silencing","Suspense"
"Why We Fight","Documentary"
"Anna","""Horror, Science Fiction, Suspense"""
"Take This Waltz","""Comedy, Drama"""
"The Blackout","""Comedy, Romance"""
"Jesse Stone: Stone Cold","""Action, Suspense"""
"The Endless Summer","""Documentary, Sports"""
"Gringo","""Action, Comedy, Drama"""
"Jay and Silent Bob Reboot","Comedy"
"Evil Eye","""Drama, Horror"""
"Kabali","""Action, Drama, International"""
"Brad's Status","""Comedy, Drama"""
"Radioactive","""Drama, Historical"""
"I'm Your Woman","Drama"
"Starbuck","""Comedy, Drama"""
"T-34","""Action, Drama, Military and War"""
"Virus","""Drama, Science Fiction, Suspense"""
"The Most Dangerous Game","Action"
"Come to Daddy","Suspense"
"Ta Ra Rum Pum","""Drama, International, Kids"""
"Children of a Lesser God","""Arthouse, Drama"""
"Night Hunter","""Action, Drama, Suspense"""
"The Woman","Horror"
"Wonder Wheel","Historical"
"George Carlin: You Are All Diseased","""Arts, Entertainment, and Culture, Comedy"""
"The Joneses","Drama"
"Light of My Life","""Drama, Suspense"""
"The Little Girl Who Lives Down the Lane","""Drama, Horror, Suspense"""
"Dragonslayer","""Action, Adventure, Fantasy"""
"Fanaa","Romance"
"Hum Tum","""Comedy, International, Romance"""
"Ramona and Beezus","Kids"
"Monsieur Lazhar","""Arthouse, Drama"""
"Hell House LLC","Horror"
"Nightjohn","Drama"
"Arjun Reddy","""Action, Drama, Romance"""
"Pass Over","Drama"
"6 Days","""Action, Drama"""
"Valley Uprising","""Action, Documentary, Sports"""
"Seberg","""Drama, Suspense"""
"Hindi Medium","""Comedy, Drama, International"""
"Bogda","""Dramas, International Movies"""
"High Noon","""Drama, Suspense, Western"""
"Charade","Comedy"
"Gayby","""Comedy, Drama"""
"Toni Morrison: The Pieces I Am","""Black Stories, Documentaries"""
"Backtrace","""Action, Adventure, Horror"""
"Behind You","Horror"
"Cruise","""Drama, Romance"""
"The Resort","""Horror, Thriller"""
"Beneath the Darkness","""Horror, Suspense"""
"Trespassers","""Horror, Thriller"""
"Dr. Bird's Advice for Sad Poets","""Comedy, Drama"""
"Pokémon the Movie: Diancie and the Cocoon of Destruction","""Action, Adventure, Anime"""
"In Search of Greatness","""Documentaries, Sports"""
"Wrinkles the Clown","""Comedy, Documentaries, Horror"""
"Bad Roomies","Comedy"
"Pooka Lives!","Horror"
"Frank Serpico","Documentaries"
"A Crooked Somebody","""Drama, Thriller"""
"The Hug","Horror"
"The Obituary of Tunde Johnson","""Drama, LGBTQ+, Thriller"""
"Mapplethorpe","""Drama, LGBTQ+"""
"Dragonheart: Battle for the Heartfire","""Action & Adventure, Sci-Fi & Fantasy"""
"35 and Ticking","""Black Stories, Comedy, Romance"""
"Billie","""Black Stories, Documentaries, Music"""
"69: The Saga of Danny Hernandez","""Documentaries, Music"""
"I Trapped the Devil","""Drama, Horror"""
"Anchor and Hope","""Comedies, Dramas, LGBTQ Movies"""
"It Had to Be You","Comedy"
"Ron White: A Little Unprofessional","""Arts, Entertainment, and Culture"""
"Infamous","""Crime, Drama, Thriller"""
"Hellions","""Drama, Horror, Thriller"""
"Farewell Amor","""Black Stories, Drama"""
"The Evil in Us","Horror"
"This Mountain Life","""Adventure, Documentaries"""
"Good Boy","""Horror, Thriller"""
"Phobias","""Horror, Thriller"""
"Uncanny Annie","Horror"
"Feral","""Horror, Thriller"""
"The Brink","Documentaries"
"The Sunlit Night","""Comedy, Romance"""
"Knives and Skin","""Drama, Horror, Mystery"""
"Curious George: A Very Monkey Christmas","""Comedy, Family, Kids"""
"Shared Rooms","""Comedy, LGBTQ"""
"Bayou Caviar","""Action, Suspense"""
"10.0 Earthquake","Science Fiction"
"Tyrel","""Black Stories, Comedy, Drama"""
"Madonna and the Breakfast Club","""Documentaries, Drama"""
"Lost in Hong Kong","Comedy"
"All About E","""Comedy, Drama, LGBTQ+"""
"The Current Occupant","Horror"
"Bad Therapy","Comedy"
"Ramen Heads","Documentaries"
"Cherry Pop","""Comedy, Drama"""
"Savage State","""Adventure, Drama"""
"Attack of the 50 Foot Cheerleader","Comedy"
"I Met a Girl","""Drama, Romance"""
"Good Kisser","""Comedy, LGBTQ"""
"Divide and Conquer: The Story of Roger Ailes","""Documentaries, News"""
"Stars Fell on Alabama","""Comedy, Romance"""
"Ms. Purple","""Action, Drama"""
"Red Dog","Comedy"
"Citizen Soldier","Documentaries"
"Don't Go","""Drama, Horror, Mystery"""
"Crawlers","Horror"
"Soldiers of Fortune","""Action, Adventure, Thriller"""
"Body at Brighton Rock","""Horror, Thriller"""
"The Alchemist Cookbook","""Comedy, Horror"""
"Ballet Now","""Documentaries, Lifestyle & Culture"""
"Euphoria","Drama"
"Tru Love","""Arthouse, LGBTQ, Romance"""
"Joyride","""Action, Comedy, Documentary"""
"A Christmas Movie Christmas","Romance"
