ID,Metric,Value
Nana MouskouriFour And Twenty Hours,Danceability,0.582
Linkin ParkNew Divide,Danceability,0.493
Cilla BlackYou're My World (Il Mio Mondo) - Mono,Danceability,0.388
Of Monsters and MenLittle Talks,Danceability,0.457
360Boys Like You,Danceability,0.712
Olivia Newton-JohnYou're The One That I Want - From “Grease”,Danceability,0.739
"Years & Years, Kylie MinogueStarstruck (with Kylie Minogue)",Danceability,0.613
"AntonHey Baby (Uhh, ahh)",Danceability,0.662
BoyzonePicture Of You,Danceability,0.768
Various ArtistsI Like It,Danceability,0.657
Blake SheltonHome - feat. Michael Bublé,Danceability,0.576
Louis TomlinsonTwo of Us,Danceability,0.614
QueenRadio Ga Ga - Remastered 2011,Danceability,0.744
"Marshmello, HalseyBe Kind (with Halsey)",Danceability,0.63
RaceySome Girls,Danceability,0.728
Cyndi LauperTime After Time,Danceability,0.726
The CranberriesZombie,Danceability,0.309
AutumnLooking Through the Eyes of a Beautiful Girl,Danceability,0.675
New Kids On The BlockHangin' Tough,Danceability,0.763
Hunters & CollectorsTurn A Blind Eye,Danceability,0.582
Justin BieberYummy,Danceability,0.687
"Sting, The PoliceDon't Stand So Close To Me",Danceability,0.796
"Divinyls, Michael ChapmanBoys In Town",Danceability,0.495
Dee ClarkRaindrops,Danceability,0.342
Linkin ParkShadow of the Day,Danceability,0.534
"Khalid, NormaniLove Lies (with Normani)",Danceability,0.708
"Blood\, Sweat & TearsAnd When I Die",Danceability,0.628
SeptemberCry for You,Danceability,0.767
Merril BainbridgeUnder The Water,Danceability,0.625
Dami ImSuperstar,Danceability,0.495
WeezerBeverly Hills,Danceability,0.693
The White StripesSeven Nation Army,Danceability,0.745
The KLF3AM Eternal - Live at the S.S.L.,Danceability,0.616
HalseyNew Americana,Danceability,0.444
PowderfingerThese Days - Two Hands Version,Danceability,0.368
Rogue TradersLove Is A War,Danceability,0.55
BOYS LIKE GIRLSTwo Is Better Than One (feat. Taylor Swift),Danceability,0.521
Al MartinoI Love You More and More Every Day - Remastered,Danceability,0.359
Culture BeatMr. Vain - Original Radio Edit,Danceability,0.703
Pink FloydWish You Were Here,Danceability,0.481
Various ArtistsSnowbird,Danceability,0.522
Alex LloydAmazing,Danceability,0.497
The White StripesSeven Nation Army,Danceability,0.75
Jeannie C. RileyHarper Valley P.T.A.,Danceability,0.795
Jessica SimpsonI Think I'm in Love with You,Danceability,0.715
The Loved OnesThe Loved One,Danceability,0.49
Massive AttackTeardrop,Danceability,0.615
YazooDon't Go,Danceability,0.803
Hoodoo GurusMiss Freelove '69,Danceability,0.542
EverlastWhat It's Like,Danceability,0.652
Alicia KeysBrand New Me,Danceability,0.383
"Hailee Steinfeld, AlessoLet Me Go (with Alesso, Florida Georgia Line & watt)",Danceability,0.659
Crowded HouseWeather With You,Danceability,0.643
Hook N SlingThe Best Thing (2008) - Radio Edit,Danceability,0.665
Johnny TillotsonPoetry In Motion,Danceability,0.483
AviciiLevels - Radio Edit,Danceability,0.62
Ali GatieIt's You,Danceability,0.732
Calum ScottDancing On My Own,Danceability,0.681
Gyroscope1981,Danceability,0.441
Flash and the PanDown Among The Dead Men,Danceability,0.51
Donna SummerThe Wanderer,Danceability,0.783
DaughtryIt's Not Over,Danceability,0.426
PitbullHotel Room Service,Danceability,0.849
One DirectionOne Thing,Danceability,0.713
Jason MrazLucky,Danceability,0.625
UnderworldBorn Slippy (Nuxx),Danceability,0.58
Johnny BurnetteDreamin',Danceability,0.5
OneRepublicCounting Stars,Danceability,0.664
Bob DylanKnockin' On Heaven's Door,Danceability,0.513
CreedHigher,Danceability,0.459
PeachesSubstitute,Danceability,0.451
Bobby DarinThings,Danceability,0.562
The SensationsLet Me In,Danceability,0.61
Crash Test DummiesMmm Mmm Mmm Mmm,Danceability,0.58
Paloma FaithStone Cold Sober,Danceability,0.566
Herman's HermitsLeaning on a Lamp Post - 2002 Remaster,Danceability,0.619
KasabianFast Fuse,Danceability,0.363
The MonkeesGood Clean Fun,Danceability,0.582
Thompson TwinsHold Me Now,Danceability,0.871
Gene McDanielsA Hundred Pounds Of Clay - 1995 Digital Remaster,Danceability,0.725
Jess GlynneHold My Hand,Danceability,0.642
The B-52'sRock Lobster,Danceability,0.592
TrafficHole In My Shoe,Danceability,0.493
SeetherFine Again,Danceability,0.442
Various ArtistsAirplanes (feat. Hayley Williams of Paramore),Danceability,0.66
"Besomorph, LuciferHoly Water",Danceability,0.785
Bee GeesHow Deep Is Your Love,Danceability,0.594
Bee GeesStayin' Alive,Danceability,0.708
The Pointer SistersDare Me,Danceability,0.71
Katy PerryThis Is How We Do,Danceability,0.686
Ram JamBlack Betty,Danceability,0.465
Julian Casablancas11th Dimension,Danceability,0.574
KygoStay (feat. Maty Noyes),Danceability,0.648
Dami ImA Song for You,Danceability,0.468
"TrainHey, Soul Sister",Danceability,0.675
DonovanHurdy Gurdy Man,Danceability,0.405
Nico & VinzThat's How You Know (feat. Kid Ink & Bebe Rexha),Danceability,0.769
David FranjNever Be Amazing,Danceability,0.584
Billie EilishTherefore I Am,Danceability,0.889
Lupe FiascoSuperstar (feat. Matthew Santos),Danceability,0.572
Meghan TrainorMe Too,Danceability,0.935
Samantha JadeNew Boy,Danceability,0.617
Brandi CarlileThe Story,Danceability,0.544
La RouxI'm Not Your Toy,Danceability,0.719
"TrainHey, Soul Sister",Danceability,0.673
Rick JamesSuper Freak,Danceability,0.838
CiaraI Bet,Danceability,0.739
QueenI Want It All - Single Version,Danceability,0.406
Nicolette LarsonLotta Love,Danceability,0.646
AdeleWater Under The Bridge,Danceability,0.59
Black Eyed PeasJust Can’t Get Enough,Danceability,0.482
Willie NelsonTo All the Girls I've Loved Before (with Willie Nelson),Danceability,0.516
ColdplayGod Put a Smile upon Your Face,Danceability,0.611
Alicia KeysSuperwoman,Danceability,0.553
"Various Artists(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Danceability,0.698
Joan Jett & the BlackheartsCrimson and Clover,Danceability,0.181
Herman's HermitsListen People,Danceability,0.499
"Camille Jones, Fedde Le GrandThe Creeps (Radio Edit)",Danceability,0.858
Various ArtistsAngel Baby,Danceability,0.351
PowderfingerMy Happiness,Danceability,0.445
Delta GoodremWish You Were Here,Danceability,0.489
RedgumI Was Only 19 (A Walk in the Light Green) - Live Version,Danceability,0.33
EruptionOne Way Ticket,Danceability,0.719
The Screaming JetsShivers,Danceability,0.409
Jason MrazI Won't Give Up,Danceability,0.483
The ReelsBad Moon Rising,Danceability,0.607
Frank SinatraStrangers In The Night,Danceability,0.259
Adam & The AntsAntmusic - Remastered,Danceability,0.695
KISSRock And Roll All Nite,Danceability,0.654
Del AmitriKiss This Thing Goodbye,Danceability,0.68
Lady GagaBad Romance,Danceability,0.696
Stan WalkerLoud,Danceability,0.524
Green DayHitchin' a Ride,Danceability,0.424
Various ArtistsDo You Wanna Make Love,Danceability,0.694
Sheena EastonMorning Train (Nine to Five),Danceability,0.797
The CrystalsThen He Kissed Me,Danceability,0.431
Maxi PriestWild World,Danceability,0.563
EminemWithout Me,Danceability,0.908
Metro StationShake It,Danceability,0.618
RudimentalRumour Mill (feat. Anne-Marie & Will Heard),Danceability,0.842
DaughtryOver You,Danceability,0.423
The AngelsAm I Ever Gonna See Your Face Again (live),Danceability,0.203
The WhoHappy Jack,Danceability,0.556
MadonnaCausing a Commotion,Danceability,0.771
New OrderBlue Monday - 2016 Remaster,Danceability,0.793
Imagine DragonsBad Liar,Danceability,0.383
Paul McCartneyLive And Let Die,Danceability,0.431
Kylie MinogueDancing,Danceability,0.497
"Jawsh 685, Jason DeruloSavage Love (Laxed - Siren Beat)",Danceability,0.767
Ricki-LeeBurn It Down,Danceability,0.56
Liberty XJust A Little,Danceability,0.796
Belinda CarlisleLeave a Light On,Danceability,0.549
Irene CaraFlashdance...What a Feeling - Radio Edit,Danceability,0.572
BoyzoneNo Matter What,Danceability,0.704
Ed SheeranThe A Team,Danceability,0.642
Mary J. BligeFamily Affair,Danceability,0.911
Eliza DoolittlePack Up,Danceability,0.672
Tommy Tutone867-5309 / Jenny,Danceability,0.584
Ricky NelsonYoung Emotions - Remastered,Danceability,0.511
The Pussycat DollsButtons - Final Edit Version,Danceability,0.478
Christina AguileraAin't No Other Man,Danceability,0.856
"JP Saxe, Julia MichaelsIf the World Was Ending (feat. Julia Michaels)",Danceability,0.464
"The MonkeesA Little Bit Me, a Little Bit You",Danceability,0.609
WingsMary Had A Little Lamb - 2018 Remaster,Danceability,0.485
FalcoDer Kommissar,Danceability,0.929
Rob MillsMs. Vanity,Danceability,0.568
RixtonMe And My Broken Heart,Danceability,0.545
Tina CousinsPray,Danceability,0.682
Petula ClarkDon't Sleep in the Subway,Danceability,0.394
"Various ArtistsDanger Zone - From ""Top Gun"" Original Soundtrack",Danceability,0.549
Elvis PresleyGood Luck Charm,Danceability,0.618
Why Don't WeTrust Fund Baby,Danceability,0.624
Meghan TrainorLips Are Movin,Danceability,0.775
P!nkDon't Let Me Get Me - Radio Edit,Danceability,0.544
BoyzoneYou Needed Me,Danceability,0.583
Elton JohnCandle In The Wind 1997,Danceability,0.45
IncubusDrive,Danceability,0.645
Empire of the SunWe Are The People,Danceability,0.666
JourneyDon't Stop Believin',Danceability,0.491
Roger GloverLove Is All,Danceability,0.599
Meat LoafTwo Out of Three Ain't Bad,Danceability,0.586
LENSteal My Sunshine - Single Version,Danceability,0.405
"Drake, Lil DurkLaugh Now Cry Later (feat. Lil Durk)",Danceability,0.761
Janet JacksonGot 'Til It's Gone,Danceability,0.789
Matchbox TwentyHow Far We've Come,Danceability,0.566
Johnny CrawfordCindy's Birthday,Danceability,0.61
"GyroscopeBaby, I’m Gettin’ Better",Danceability,0.389
Kate BushWuthering Heights,Danceability,0.481
SheppardDie Young,Danceability,0.573
Pet Shop BoysSe a Vida E (That's the Way Life Is) - 2001 Remaster,Danceability,0.513
Baby AnimalsOne Word,Danceability,0.536
Arrested DevelopmentTennessee - Remastered 2001,Danceability,0.815
S Club 7Bring It All Back,Danceability,0.675
"G-EazyMe, Myself & I",Danceability,0.756
The All-American RejectsI Wanna,Danceability,0.415
The BureauOnly for Sheep,Danceability,0.601
Christina Perrihuman,Danceability,0.439
Masked WolfAstronaut In The Ocean,Danceability,0.778
Al StewartYear of the Cat - 2001 Remaster,Danceability,0.531
QueenWe Are The Champions - Remastered 2011,Danceability,0.268
Todd RundgrenCan We Still Be Friends?,Danceability,0.57
DisclosureLatch,Danceability,0.727
Johnny CashI Walk the Line,Danceability,0.713
The SandpipersGuantanamera,Danceability,0.318
Backstreet BoysEverybody (Backstreet's Back) - Radio Edit,Danceability,0.731
AkonRight Now (Na Na Na),Danceability,0.83
Jason DonovanToo Many Broken Hearts,Danceability,0.66
Rita OraAnywhere,Danceability,0.628
Lana Del ReyYoung And Beautiful,Danceability,0.324
Tony ChristieHappy Birthday Baby,Danceability,0.576
Brian McFaddenTwisted,Danceability,0.55
EvermoreFor One Day,Danceability,0.477
Peter AndreMysterious Girl - Radio Edit,Danceability,0.655
Stevie NicksEdge of Seventeen,Danceability,0.59
BazziI Like That,Danceability,0.671
Killing HeidiI Am,Danceability,0.502
ChumbawambaTubthumping,Danceability,0.348
Men At WorkWho Can It Be Now?,Danceability,0.81
Shakin' StevensYou Drive Me Crazy - (Single Version) [Remastered],Danceability,0.754
Wham!Wake Me Up Before You Go-Go,Danceability,0.618
"R3HAB, Amy SharkSway My Way (with Amy Shark)",Danceability,0.764
Maurice Williams & The ZodiacsStay,Danceability,0.521
GotyeSomebody That I Used To Know,Danceability,0.864
Imagine DragonsDemons,Danceability,0.505
Louis ArmstrongWhat A Wonderful World,Danceability,0.399
Murry KellumLong Tall Texan,Danceability,0.707
Josh PykeMake You Happy,Danceability,0.585
Michael Bolton(Sittin' On) The Dock of the Bay,Danceability,0.464
LCD SoundsystemI Can Change,Danceability,0.644
Leona LewisHappy,Danceability,0.492
Duran DuranCome Undone,Danceability,0.542
LizzoTruth Hurts,Danceability,0.713
"David BowieLet's Dance - Single Version, 2014 Remaster",Danceability,0.643
Alicia KeysIt's On Again - Main Soundtrack,Danceability,0.656
"Kygo, Whitney HoustonHigher Love",Danceability,0.693
"Gary U.S. BondsTwist, Twist Senora",Danceability,0.504
Jenny MorrisYou I Know,Danceability,0.511
CaesarsJerk It Out,Danceability,0.58
David DundasJeans On,Danceability,0.864
Jimmy SoulTwistin' Matilda (And the Channel),Danceability,0.535
Noah And The WhaleL.I.F.E.G.O.E.S.O.N.,Danceability,0.608
Tove StyrkeSay My Name,Danceability,0.717
Led ZeppelinBlack Dog - 1990 Remaster,Danceability,0.432
Kelly ClarksonStronger (What Doesn't Kill You),Danceability,0.562
Various ArtistsUptown Funk,Danceability,0.855
Kid RockAll Summer Long,Danceability,0.7
MartikaToy Soldiers,Danceability,0.522
Various ArtistsThe Hustle,Danceability,0.645
"Marvin Gaye, Tammi TerrellAin't No Mountain High Enough",Danceability,0.663
Backstreet BoysChances,Danceability,0.552
Al MartinoI Love You Because,Danceability,0.336
MigosStir Fry,Danceability,0.811
Buddy HollyWell...All Right,Danceability,0.728
NEWBEATSBread and Butter,Danceability,0.698
Florence + The MachineNever Let Me Go,Danceability,0.452
Olivia Newton-JohnYou're The One That I Want - From “Grease”,Danceability,0.743
DrakeIn My Feelings,Danceability,0.835
Troye SivanYOUTH,Danceability,0.628
M.I.A.Paper Planes,Danceability,0.447
Hot ChocolateYou Sexy Thing,Danceability,0.791
B*WitchedC'est la Vie,Danceability,0.701
KisschasyTurnaround,Danceability,0.349
Flo RidaClub Can't Handle Me (feat. David Guetta),Danceability,0.616
"Various ArtistsLady Marmalade - From ""Moulin Rouge"" Soundtrack",Danceability,0.76
Craig DavidWhat's Your Flava? - Radio Edit,Danceability,0.827
"Ruby Velle & The Soulphonics, Ruby VelleLooking for a Better Thing",Danceability,0.519
Ricki-LeeSunshine,Danceability,0.533
SladeTake Me Bak 'Ome,Danceability,0.372
Shawn MendesTreat You Better,Danceability,0.45
Various ArtistsUndressed,Danceability,0.804
Jason MrazI Won't Give Up,Danceability,0.585
Cosima De VitoWhen the War Is Over,Danceability,0.564
Jessie JNobody's Perfect,Danceability,0.581
C & C Music FactoryDo You Wanna Get Funky?,Danceability,0.853
Pet Shop BoysIt's a Sin - 2001 Remaster,Danceability,0.538
Mike + The MechanicsAll I Need Is A Miracle,Danceability,0.612
Dire StraitsMoney For Nothing,Danceability,0.666
Chris AndrewsYesterday Man,Danceability,0.733
Frank SinatraLuck Be A Lady,Danceability,0.362
George MichaelDon't Let the Sun Go Down on Me,Danceability,0.435
"Alan Walker, Noah Cyrus, Digital Farm AnimalsAll Falls Down (feat. Juliander)",Danceability,0.658
Wyclef JeanTwo Wrongs (feat. Claudette Ortiz),Danceability,0.662
Chase & StatusBlind Faith,Danceability,0.45
TaxirideEverywhere You Go,Danceability,0.537
KennyJulie Anne,Danceability,0.535
Tommy RoeEverybody,Danceability,0.561
RoxetteDressed For Success,Danceability,0.744
VangelisChariots Of Fire,Danceability,0.471
INXSSuicide Blonde,Danceability,0.612
The PresetsKicking And Screaming,Danceability,0.605
"Urge OverkillGirl, You'll Be a Woman Soon",Danceability,0.514
ParamoreThe Only Exception,Danceability,0.452
"Kygo, MiguelRemind Me to Forget",Danceability,0.685
Ned MillerDo What You Do Well,Danceability,0.612
Bobby McFerrinDon't Worry Be Happy,Danceability,0.675
P!nkStupid Girls,Danceability,0.686
Adam & The AntsStand and Deliver,Danceability,0.549
Australia's Own JigsawHow Do You Do,Danceability,0.718
KC & The Sunshine BandPlease Don't Go,Danceability,0.445
WallowsAre You Bored Yet? (feat. Clairo),Danceability,0.682
Kylie MinogueCan't Get You out of My Head,Danceability,0.766
Savage GardenTruly Madly Deeply,Danceability,0.6
Various ArtistsThe Morning After - Single Version,Danceability,0.402
Dusty SpringfieldYou Don't Have To Say You Love Me,Danceability,0.243
blackbearhot girl bummer,Danceability,0.782
Tom PettyI Won't Back Down,Danceability,0.766
Katrina & The WavesWalking On Sunshine,Danceability,0.596
Various ArtistsEyes Open,Danceability,0.598
Plain White T'sHey There Delilah,Danceability,0.655
Ohio PlayersFire,Danceability,0.645
"Billy J. Kramer, The DakotasTrains and Boats and Planes",Danceability,0.65
The Sundance KidsBurn so Bright,Danceability,0.417
AkonI Wanna Love You,Danceability,0.865
Guy SebastianAll to Myself,Danceability,0.641
Tones And IBad Child,Danceability,0.758
Eddie RabbittI Love a Rainy Night,Danceability,0.685
Billie PiperBecause We Want To,Danceability,0.831
Billie PiperHoney To The Bee - Single Version,Danceability,0.63
Yusuf / Cat StevensSad Lisa,Danceability,0.572
Mariah CareyAngels Cry Remix - Remix,Danceability,0.368
AviciiLonely Together (feat. Rita Ora),Danceability,0.648
Smash MouthAll Star,Danceability,0.73
Toni BraxtonHe Wasn't Man Enough,Danceability,0.739
Kylie MinogueDid It Again,Danceability,0.683
GorillazDARE,Danceability,0.76
Rae SremmurdBlack Beatles,Danceability,0.794
Ms. Lauryn HillDoo Wop (That Thing),Danceability,0.535
Harry StylesAs It Was,Danceability,0.52
The KinksAll Day and All of the Night,Danceability,0.563
MabelLet Them Know,Danceability,0.727
CherStrong Enough,Danceability,0.593
Steve Miller BandJungle Love,Danceability,0.481
Wa Wa NeeI Could Make You Love Me,Danceability,0.558
